,return,base,base_SL0.05,base_SL0.1,Con0.05_SL0.05,Con0.05_SL0.1,Con0.1_SL0.05,Con0.1_SL0.1,Con0.2_SL0.05,Con0.2_SL0.1,Con0.3_SL0.05,Con0.3_SL0.1,Con0.05_CE15/2,Con0.05_CE15/3,Con0.05_CE15/4,Con0.05_CE22/2,Con0.05_CE22/3,Con0.05_CE22/4,Con0.05_CE30/2,Con0.05_CE30/3,Con0.05_CE30/4,Con0.1_CE15/2,Con0.1_CE15/3,Con0.1_CE15/4,Con0.1_CE22/2,Con0.1_CE22/3,Con0.1_CE22/4,Con0.1_CE30/2,Con0.1_CE30/3,Con0.1_CE30/4,Con0.2_CE15/2,Con0.2_CE15/3,Con0.2_CE15/4,Con0.2_CE22/2,Con0.2_CE22/3,Con0.2_CE22/4,Con0.2_CE30/2,Con0.2_CE30/3,Con0.2_CE30/4,Con0.3_CE15/2,Con0.3_CE15/3,Con0.3_CE15/4,Con0.3_CE22/2,Con0.3_CE22/3,Con0.3_CE22/4,Con0.3_CE30/2,Con0.3_CE30/3,Con0.3_CE30/4
2018-01-01 09:00:00,-0.009565341165502415,0.0,-0.019568710479996268,-0.009565341165502705,0.0,0.0,0.0,-0.009565341165502705,0.0,-0.009565341165502705,0.0,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705,-0.009565341165502705
2018-01-02 09:00:00,0.03116205602833125,0.0174736934086537,0.02535337518466981,0.031162056028331858,0.017883507699036613,0.010438337697038193,0.01944663047816394,0.031162056028331858,0.02172430731144125,0.031162056028331858,0.023034397239758753,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858,0.031162056028331858
2018-01-03 09:00:00,0.013442541681413246,0.0,0.0,-0.01603592584752449,0.0,-0.01603592584752449,0.0,-0.01603592584752449,0.0,-0.01603592584752449,0.0,-0.01603592584752449,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973,0.013442541681412973
2018-01-04 09:00:00,0.04910668889937662,0.029837819165660036,-0.0025567375972317895,-0.008547341015129589,0.0,0.0,-0.017330741587438997,0.00015975084418608546,-0.009681741803355065,0.0078087506282700165,-0.0020488270108440856,0.010122363662602517,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916,0.049106688899376916
2018-01-05 09:00:00,0.06919443564394265,0.024211555697039443,-0.022166543542006204,0.06919443564394276,0.0,0.0,-0.01028080999916903,0.06919443564394276,-0.005938259804117851,0.06919443564394276,-0.03151747665816999,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276,0.06919443564394276
2018-01-06 09:00:00,-0.008307828769664995,0.0,0.0,-0.02396704111163467,0.0,0.0,0.0,-0.02396704111163467,0.0,-0.02396704111163467,0.0,-0.02396704111163467,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055,-0.008307828769665055
2018-01-07 09:00:00,-0.017527855728544657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678,-0.017527855728544678
2018-01-08 09:00:00,-0.01069447563858905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048,-0.010694475638589048
2018-01-09 09:00:00,-0.02141657561837945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02640240377950857,-0.021416575618378994,-0.021416575618378994,-0.021416575618378994,-0.021416575618378994,-0.021416575618378994,-0.021416575618378994,-0.021416575618378994,-0.021416575618378994,-0.02640240377950857,-0.021416575618378994,-0.021416575618378994,-0.021416575618378994,-0.021416575618378994,-0.021416575618378994,-0.021416575618378994,-0.021416575618378994,-0.021416575618378994,-0.02640240377950857,-0.021416575618378994,-0.021416575618378994,-0.021416575618378994,-0.021416575618378994,-0.021416575618378994,-0.021416575618378994,-0.021416575618378994,-0.021416575618378994,-0.02640240377950857,-0.021416575618378994,-0.021416575618378994,-0.021416575618378994,-0.021416575618378994,-0.021416575618378994,-0.021416575618378994,-0.021416575618378994,-0.021416575618378994
2018-01-10 09:00:00,-0.05177458970041069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06013526692398832,-0.051774589700410614,-0.051774589700410614,-0.051774589700410614,-0.051774589700410614,-0.051774589700410614,-0.051774589700410614,-0.051774589700410614,0.0,-0.06013526692398832,-0.051774589700410614,-0.051774589700410614,-0.051774589700410614,-0.051774589700410614,-0.051774589700410614,-0.051774589700410614,-0.051774589700410614,0.0,-0.06013526692398832,-0.051774589700410614,-0.051774589700410614,-0.051774589700410614,-0.051774589700410614,-0.051774589700410614,-0.051774589700410614,-0.051774589700410614,0.0,-0.06013526692398832,-0.051774589700410614,-0.051774589700410614,-0.051774589700410614,-0.051774589700410614,-0.051774589700410614,-0.051774589700410614,-0.051774589700410614
