ty,cd,tms,td,ttm,ttms,tp,tv,ab,pcp,c,cp,sid,st
trade,KRW-BTC,1665116024619,2022-10-07,04:13:44,1665116024556,28417000,0.00175951,ASK,28418000.0,FALL,1000.0,1665116024556000,REALTIME
trade,KRW-BTC,1665116024620,2022-10-07,04:13:44,1665116024556,28417000,0.26706149,ASK,28418000.0,FALL,1000.0,1665116024556001,REALTIME
trade,KRW-BTC,1665116024620,2022-10-07,04:13:44,1665116024556,28417000,0.0010557,ASK,28418000.0,FALL,1000.0,1665116024556002,REALTIME
trade,KRW-BTC,1665116025573,2022-10-07,04:13:45,1665116025506,28417000,0.009,BID,28418000.0,FALL,1000.0,1665116025506000,REALTIME
trade,KRW-BTC,1665116030626,2022-10-07,04:13:50,1665116030576,28417000,0.08793154,BID,28418000.0,FALL,1000.0,1665116030576000,REALTIME
trade,KRW-BTC,1665116032772,2022-10-07,04:13:52,1665116032695,28417000,0.0035174,BID,28418000.0,FALL,1000.0,1665116032695000,REALTIME
trade,KRW-BTC,1665116033514,2022-10-07,04:13:53,1665116033465,28417000,0.0005,BID,28418000.0,FALL,1000.0,1665116033465000,REALTIME
trade,KRW-BTC,1665116034100,2022-10-07,04:13:54,1665116034056,28417000,0.0007038,BID,28418000.0,FALL,1000.0,1665116034056000,REALTIME
trade,KRW-BTC,1665116036621,2022-10-07,04:13:56,1665116036573,28417000,0.0007038,BID,28418000.0,FALL,1000.0,1665116036573000,REALTIME
trade,KRW-BTC,1665116040884,2022-10-07,04:14:00,1665116040830,28417000,0.0003519,BID,28418000.0,FALL,1000.0,1665116040830000,REALTIME
trade,KRW-BTC,1665116040972,2022-10-07,04:14:00,1665116040901,28417000,0.0009,BID,28418000.0,FALL,1000.0,1665116040901000,REALTIME
trade,KRW-BTC,1665116041054,2022-10-07,04:14:00,1665116040986,28417000,0.0010557,BID,28418000.0,FALL,1000.0,1665116040986000,REALTIME
trade,KRW-BTC,1665116041346,2022-10-07,04:14:01,1665116041299,28417000,0.00062286,BID,28418000.0,FALL,1000.0,1665116041299000,REALTIME
trade,KRW-BTC,1665116044572,2022-10-07,04:14:04,1665116044502,28417000,0.01913355,BID,28418000.0,FALL,1000.0,1665116044502000,REALTIME
trade,KRW-BTC,1665116044573,2022-10-07,04:14:04,1665116044502,28417000,0.06455252,BID,28418000.0,FALL,1000.0,1665116044502001,REALTIME
trade,KRW-BTC,1665116044574,2022-10-07,04:14:04,1665116044502,28418000,0.07213361,BID,28418000.0,EVEN,0.0,1665116044502002,REALTIME
trade,KRW-BTC,1665116054736,2022-10-07,04:14:14,1665116054688,28417000,0.01275669,BID,28418000.0,FALL,1000.0,1665116054688000,REALTIME
trade,KRW-BTC,1665116054836,2022-10-07,04:14:14,1665116054772,28416000,0.01157756,ASK,28418000.0,FALL,2000.0,1665116054772000,REALTIME
trade,KRW-BTC,1665116055520,2022-10-07,04:14:15,1665116055450,28417000,0.01759448,BID,28418000.0,FALL,1000.0,1665116055450000,REALTIME
trade,KRW-BTC,1665116055953,2022-10-07,04:14:15,1665116055912,28417000,0.0035155,BID,28418000.0,FALL,1000.0,1665116055912000,REALTIME
trade,KRW-BTC,1665116059095,2022-10-07,04:14:19,1665116059043,28417000,0.00092528,BID,28418000.0,FALL,1000.0,1665116059043000,REALTIME
trade,KRW-BTC,1665116060059,2022-10-07,04:14:20,1665116060013,28418000,0.19,BID,28418000.0,EVEN,0.0,1665116060013000,REALTIME
trade,KRW-BTC,1665116060844,2022-10-07,04:14:20,1665116060788,28418000,0.01238217,BID,28418000.0,EVEN,0.0,1665116060788000,REALTIME
trade,KRW-BTC,1665116061209,2022-10-07,04:14:21,1665116061141,28417000,0.00316491,ASK,28418000.0,FALL,1000.0,1665116061141000,REALTIME
trade,KRW-BTC,1665116061210,2022-10-07,04:14:21,1665116061141,28417000,2.31e-06,ASK,28418000.0,FALL,1000.0,1665116061141001,REALTIME
trade,KRW-BTC,1665116061762,2022-10-07,04:14:21,1665116061693,28418000,0.01238217,BID,28418000.0,EVEN,0.0,1665116061693000,REALTIME
trade,KRW-BTC,1665116062880,2022-10-07,04:14:22,1665116062834,28418000,0.12030871,BID,28418000.0,EVEN,0.0,1665116062834000,REALTIME
trade,KRW-BTC,1665116065521,2022-10-07,04:14:25,1665116065474,28418000,0.00080002,BID,28418000.0,EVEN,0.0,1665116065474000,REALTIME
trade,KRW-BTC,1665116066162,2022-10-07,04:14:26,1665116066093,28418000,0.00092759,BID,28418000.0,EVEN,0.0,1665116066093000,REALTIME
trade,KRW-BTC,1665116067269,2022-10-07,04:14:27,1665116067149,28415000,0.00070565,ASK,28418000.0,FALL,3000.0,1665116067149000,REALTIME
trade,KRW-BTC,1665116067271,2022-10-07,04:14:27,1665116067149,28415000,0.00035192,ASK,28418000.0,FALL,3000.0,1665116067149001,REALTIME
trade,KRW-BTC,1665116067271,2022-10-07,04:14:27,1665116067149,28415000,0.001,ASK,28418000.0,FALL,3000.0,1665116067149002,REALTIME
trade,KRW-BTC,1665116067271,2022-10-07,04:14:27,1665116067149,28414000,0.00105581,ASK,28418000.0,FALL,4000.0,1665116067149003,REALTIME
trade,KRW-BTC,1665116067271,2022-10-07,04:14:27,1665116067149,28414000,0.00070567,ASK,28418000.0,FALL,4000.0,1665116067149004,REALTIME
trade,KRW-BTC,1665116067271,2022-10-07,04:14:27,1665116067149,28415000,0.07038535,ASK,28418000.0,FALL,3000.0,1665116067149005,REALTIME
trade,KRW-BTC,1665116067271,2022-10-07,04:14:27,1665116067149,28414000,0.00035193,ASK,28418000.0,FALL,4000.0,1665116067149006,REALTIME
trade,KRW-BTC,1665116067271,2022-10-07,04:14:27,1665116067149,28412000,0.00070572,ASK,28418000.0,FALL,6000.0,1665116067149007,REALTIME
trade,KRW-BTC,1665116067271,2022-10-07,04:14:27,1665116067149,28416000,0.0059602,ASK,28418000.0,FALL,2000.0,1665116067149008,REALTIME
trade,KRW-BTC,1665116067271,2022-10-07,04:14:27,1665116067149,28415000,0.07034302,ASK,28418000.0,FALL,3000.0,1665116067149009,REALTIME
trade,KRW-BTC,1665116067271,2022-10-07,04:14:27,1665116067149,28416000,0.00096239,ASK,28418000.0,FALL,2000.0,1665116067149010,REALTIME
trade,KRW-BTC,1665116067271,2022-10-07,04:14:27,1665116067149,28412000,0.00283152,ASK,28418000.0,FALL,6000.0,1665116067149011,REALTIME
trade,KRW-BTC,1665116067271,2022-10-07,04:14:27,1665116067149,28416000,0.00541844,ASK,28418000.0,FALL,2000.0,1665116067149012,REALTIME
trade,KRW-BTC,1665116072695,2022-10-07,04:14:32,1665116072634,28418000,0.00070382,BID,28418000.0,EVEN,0.0,1665116072634000,REALTIME
trade,KRW-BTC,1665116072965,2022-10-07,04:14:32,1665116072921,28418000,0.00492399,BID,28418000.0,EVEN,0.0,1665116072921000,REALTIME
trade,KRW-BTC,1665116077326,2022-10-07,04:14:37,1665116077277,28418000,0.12346928,BID,28418000.0,EVEN,0.0,1665116077277000,REALTIME
trade,KRW-BTC,1665116077401,2022-10-07,04:14:37,1665116077355,28418000,0.01238217,BID,28418000.0,EVEN,0.0,1665116077355000,REALTIME
trade,KRW-BTC,1665116078620,2022-10-07,04:14:38,1665116078553,28418000,0.03170544,BID,28418000.0,EVEN,0.0,1665116078553000,REALTIME
trade,KRW-BTC,1665116079085,2022-10-07,04:14:39,1665116079037,28418000,0.12346928,BID,28418000.0,EVEN,0.0,1665116079037000,REALTIME
trade,KRW-BTC,1665116083919,2022-10-07,04:14:43,1665116083852,28412000,0.00596318,ASK,28418000.0,FALL,6000.0,1665116083852000,REALTIME
trade,KRW-BTC,1665116083920,2022-10-07,04:14:43,1665116083852,28412000,0.00020157,ASK,28418000.0,FALL,6000.0,1665116083852001,REALTIME
trade,KRW-BTC,1665116083920,2022-10-07,04:14:43,1665116083852,28412000,0.00991301,ASK,28418000.0,FALL,6000.0,1665116083852002,REALTIME
trade,KRW-BTC,1665116089358,2022-10-07,04:14:49,1665116089281,28418000,0.19500957,BID,28418000.0,EVEN,0.0,1665116089281000,REALTIME
trade,KRW-BTC,1665116092797,2022-10-07,04:14:52,1665116092717,28418000,0.03517137,BID,28418000.0,EVEN,0.0,1665116092717000,REALTIME
trade,KRW-BTC,1665116094007,2022-10-07,04:14:53,1665116093951,28417000,0.00603379,ASK,28418000.0,FALL,1000.0,1665116093951000,REALTIME
trade,KRW-BTC,1665116101345,2022-10-07,04:15:01,1665116101286,28417000,0.02810292,ASK,28418000.0,FALL,1000.0,1665116101286000,REALTIME
trade,KRW-BTC,1665116101346,2022-10-07,04:15:01,1665116101286,28417000,0.10603989,ASK,28418000.0,FALL,1000.0,1665116101286001,REALTIME
trade,KRW-BTC,1665116101346,2022-10-07,04:15:01,1665116101286,28417000,0.01055706,ASK,28418000.0,FALL,1000.0,1665116101286002,REALTIME
trade,KRW-BTC,1665116102672,2022-10-07,04:15:02,1665116102596,28417000,0.00464995,ASK,28418000.0,FALL,1000.0,1665116102596000,REALTIME
trade,KRW-BTC,1665116104622,2022-10-07,04:15:04,1665116104556,28418000,0.06447591,BID,28418000.0,EVEN,0.0,1665116104556000,REALTIME
trade,KRW-BTC,1665116104624,2022-10-07,04:15:04,1665116104556,28418000,0.05252532,BID,28418000.0,EVEN,0.0,1665116104556001,REALTIME
trade,KRW-BTC,1665116104624,2022-10-07,04:15:04,1665116104556,28418000,0.06404599,BID,28418000.0,EVEN,0.0,1665116104556002,REALTIME
trade,KRW-BTC,1665116108666,2022-10-07,04:15:08,1665116108621,28418000,0.00070377,BID,28418000.0,EVEN,0.0,1665116108621000,REALTIME
trade,KRW-BTC,1665116112800,2022-10-07,04:15:12,1665116112751,28417000,0.10949589,ASK,28418000.0,FALL,1000.0,1665116112751000,REALTIME
trade,KRW-BTC,1665116118359,2022-10-07,04:15:18,1665116118308,28418000,0.0129,BID,28418000.0,EVEN,0.0,1665116118308000,REALTIME
trade,KRW-BTC,1665116123822,2022-10-07,04:15:23,1665116123774,28418000,0.00740216,BID,28418000.0,EVEN,0.0,1665116123774000,REALTIME
trade,KRW-BTC,1665116124471,2022-10-07,04:15:24,1665116124425,28418000,0.8,BID,28418000.0,EVEN,0.0,1665116124425000,REALTIME
trade,KRW-BTC,1665116124613,2022-10-07,04:15:24,1665116124547,28417000,0.0016,ASK,28418000.0,FALL,1000.0,1665116124547000,REALTIME
trade,KRW-BTC,1665116125880,2022-10-07,04:15:25,1665116125833,28418000,0.00892276,BID,28418000.0,EVEN,0.0,1665116125833000,REALTIME
trade,KRW-BTC,1665116129908,2022-10-07,04:15:29,1665116129858,28417000,0.02377379,ASK,28418000.0,FALL,1000.0,1665116129858000,REALTIME
trade,KRW-BTC,1665116130448,2022-10-07,04:15:30,1665116130392,28418000,0.00175856,BID,28418000.0,EVEN,0.0,1665116130392000,REALTIME
trade,KRW-BTC,1665116131325,2022-10-07,04:15:31,1665116131282,28418000,0.03518896,BID,28418000.0,EVEN,0.0,1665116131282000,REALTIME
trade,KRW-BTC,1665116136733,2022-10-07,04:15:36,1665116136687,28418000,0.006,BID,28418000.0,EVEN,0.0,1665116136687000,REALTIME
trade,KRW-BTC,1665116138965,2022-10-07,04:15:38,1665116138913,28417000,0.0008,ASK,28418000.0,FALL,1000.0,1665116138913000,REALTIME
trade,KRW-BTC,1665116140360,2022-10-07,04:15:40,1665116140308,28418000,0.14048515,BID,28418000.0,EVEN,0.0,1665116140308000,REALTIME
trade,KRW-BTC,1665116140421,2022-10-07,04:15:40,1665116140377,28418000,0.10390295,BID,28418000.0,EVEN,0.0,1665116140377000,REALTIME
trade,KRW-BTC,1665116141097,2022-10-07,04:15:41,1665116141053,28417000,0.0052072,ASK,28418000.0,FALL,1000.0,1665116141053000,REALTIME
trade,KRW-BTC,1665116141224,2022-10-07,04:15:41,1665116141155,28418000,0.0124,BID,28418000.0,EVEN,0.0,1665116141155000,REALTIME
trade,KRW-BTC,1665116143140,2022-10-07,04:15:43,1665116143067,28418000,0.0229,BID,28418000.0,EVEN,0.0,1665116143067000,REALTIME
trade,KRW-BTC,1665116143423,2022-10-07,04:15:43,1665116143376,28418000,0.0153,BID,28418000.0,EVEN,0.0,1665116143376000,REALTIME
trade,KRW-BTC,1665116150344,2022-10-07,04:15:50,1665116150275,28417000,0.00092822,ASK,28418000.0,FALL,1000.0,1665116150275000,REALTIME
trade,KRW-BTC,1665116154948,2022-10-07,04:15:54,1665116154858,28418000,0.03029476,BID,28418000.0,EVEN,0.0,1665116154858000,REALTIME
trade,KRW-BTC,1665116154949,2022-10-07,04:15:54,1665116154858,28418000,0.02132476,BID,28418000.0,EVEN,0.0,1665116154858001,REALTIME
trade,KRW-BTC,1665116154949,2022-10-07,04:15:54,1665116154858,28418000,0.01024268,BID,28418000.0,EVEN,0.0,1665116154858002,REALTIME
trade,KRW-BTC,1665116157322,2022-10-07,04:15:57,1665116157256,28417000,0.18838923,ASK,28418000.0,FALL,1000.0,1665116157256000,REALTIME
trade,KRW-BTC,1665116162717,2022-10-07,04:16:02,1665116162631,28418000,0.00400208,BID,28418000.0,EVEN,0.0,1665116162631000,REALTIME
trade,KRW-BTC,1665116162718,2022-10-07,04:16:02,1665116162631,28418000,0.01367561,BID,28418000.0,EVEN,0.0,1665116162631001,REALTIME
trade,KRW-BTC,1665116162718,2022-10-07,04:16:02,1665116162631,28418000,0.04382412,BID,28418000.0,EVEN,0.0,1665116162631002,REALTIME
trade,KRW-BTC,1665116162718,2022-10-07,04:16:02,1665116162631,28418000,0.01376132,BID,28418000.0,EVEN,0.0,1665116162631003,REALTIME
trade,KRW-BTC,1665116162719,2022-10-07,04:16:02,1665116162631,28418000,0.01579225,BID,28418000.0,EVEN,0.0,1665116162631004,REALTIME
trade,KRW-BTC,1665116162719,2022-10-07,04:16:02,1665116162631,28418000,0.00489421,BID,28418000.0,EVEN,0.0,1665116162631005,REALTIME
trade,KRW-BTC,1665116163438,2022-10-07,04:16:03,1665116163392,28418000,0.0563,BID,28418000.0,EVEN,0.0,1665116163392000,REALTIME
trade,KRW-BTC,1665116166422,2022-10-07,04:16:06,1665116166354,28418000,0.0697,BID,28418000.0,EVEN,0.0,1665116166354000,REALTIME
trade,KRW-BTC,1665116166886,2022-10-07,04:16:06,1665116166842,28418000,0.09817721,BID,28418000.0,EVEN,0.0,1665116166842000,REALTIME
trade,KRW-BTC,1665116168882,2022-10-07,04:16:08,1665116168835,28418000,0.0125,BID,28418000.0,EVEN,0.0,1665116168835000,REALTIME
trade,KRW-BTC,1665116169549,2022-10-07,04:16:09,1665116169500,28417000,0.10317906,ASK,28418000.0,FALL,1000.0,1665116169500000,REALTIME
trade,KRW-BTC,1665116170623,2022-10-07,04:16:10,1665116170554,28417000,0.10551785,ASK,28418000.0,FALL,1000.0,1665116170554000,REALTIME
trade,KRW-BTC,1665116170624,2022-10-07,04:16:10,1665116170554,28417000,0.008,ASK,28418000.0,FALL,1000.0,1665116170554001,REALTIME
trade,KRW-BTC,1665116170624,2022-10-07,04:16:10,1665116170554,28417000,0.05435998,ASK,28418000.0,FALL,1000.0,1665116170554002,REALTIME
trade,KRW-BTC,1665116170624,2022-10-07,04:16:10,1665116170554,28417000,0.14081824,ASK,28418000.0,FALL,1000.0,1665116170554003,REALTIME
trade,KRW-BTC,1665116170624,2022-10-07,04:16:10,1665116170554,28417000,0.00248325,ASK,28418000.0,FALL,1000.0,1665116170554004,REALTIME
trade,KRW-BTC,1665116170911,2022-10-07,04:16:10,1665116170838,28418000,0.0091,BID,28418000.0,EVEN,0.0,1665116170838000,REALTIME
trade,KRW-BTC,1665116171663,2022-10-07,04:16:11,1665116171596,28417000,0.1332237,ASK,28418000.0,FALL,1000.0,1665116171596000,REALTIME
trade,KRW-BTC,1665116180641,2022-10-07,04:16:20,1665116180596,28417000,0.0007038,BID,28418000.0,FALL,1000.0,1665116180596000,REALTIME
trade,KRW-BTC,1665116185621,2022-10-07,04:16:25,1665116185570,28417000,0.0003519,BID,28418000.0,FALL,1000.0,1665116185570000,REALTIME
trade,KRW-BTC,1665116187193,2022-10-07,04:16:27,1665116187129,28417000,0.0064,BID,28418000.0,FALL,1000.0,1665116187129000,REALTIME
trade,KRW-BTC,1665116187813,2022-10-07,04:16:27,1665116187753,28415000,0.00401506,ASK,28418000.0,FALL,3000.0,1665116187753000,REALTIME
trade,KRW-BTC,1665116187814,2022-10-07,04:16:27,1665116187753,28415000,0.00351578,ASK,28418000.0,FALL,3000.0,1665116187753001,REALTIME
trade,KRW-BTC,1665116189803,2022-10-07,04:16:29,1665116189746,28417000,0.00844142,BID,28418000.0,FALL,1000.0,1665116189746000,REALTIME
trade,KRW-BTC,1665116198398,2022-10-07,04:16:38,1665116198320,28412000,0.39190439,ASK,28418000.0,FALL,6000.0,1665116198320000,REALTIME
trade,KRW-BTC,1665116198400,2022-10-07,04:16:38,1665116198320,28412000,0.0002,ASK,28418000.0,FALL,6000.0,1665116198320001,REALTIME
trade,KRW-BTC,1665116198400,2022-10-07,04:16:38,1665116198320,28412000,0.00350029,ASK,28418000.0,FALL,6000.0,1665116198320002,REALTIME
trade,KRW-BTC,1665116198400,2022-10-07,04:16:38,1665116198320,28412000,0.01036838,ASK,28418000.0,FALL,6000.0,1665116198320003,REALTIME
trade,KRW-BTC,1665116198400,2022-10-07,04:16:38,1665116198320,28412000,0.0351964,ASK,28418000.0,FALL,6000.0,1665116198320004,REALTIME
trade,KRW-BTC,1665116198400,2022-10-07,04:16:38,1665116198320,28412000,0.00351969,ASK,28418000.0,FALL,6000.0,1665116198320005,REALTIME
trade,KRW-BTC,1665116198403,2022-10-07,04:16:38,1665116198320,28412000,0.00832035,ASK,28418000.0,FALL,6000.0,1665116198320006,REALTIME
trade,KRW-BTC,1665116201259,2022-10-07,04:16:41,1665116201213,28411000,0.00406378,ASK,28418000.0,FALL,7000.0,1665116201213000,REALTIME
trade,KRW-BTC,1665116202205,2022-10-07,04:16:42,1665116202160,28412000,0.00080001,BID,28418000.0,FALL,6000.0,1665116202160000,REALTIME
trade,KRW-BTC,1665116205727,2022-10-07,04:16:45,1665116205685,28412000,0.04504266,BID,28418000.0,FALL,6000.0,1665116205685000,REALTIME
trade,KRW-BTC,1665116206296,2022-10-07,04:16:46,1665116206228,28412000,0.01,BID,28418000.0,FALL,6000.0,1665116206228000,REALTIME
trade,KRW-BTC,1665116208057,2022-10-07,04:16:47,1665116207847,28411000,0.00593622,ASK,28418000.0,FALL,7000.0,1665116207847000,REALTIME
trade,KRW-BTC,1665116208059,2022-10-07,04:16:47,1665116207847,28411000,0.00070575,ASK,28418000.0,FALL,7000.0,1665116207847001,REALTIME
trade,KRW-BTC,1665116208059,2022-10-07,04:16:47,1665116207847,28409000,0.00021202,ASK,28418000.0,FALL,9000.0,1665116207847002,REALTIME
trade,KRW-BTC,1665116208059,2022-10-07,04:16:47,1665116207847,28408000,0.01024283,ASK,28418000.0,FALL,10000.0,1665116207847003,REALTIME
trade,KRW-BTC,1665116208059,2022-10-07,04:16:47,1665116207847,28409000,0.00088,ASK,28418000.0,FALL,9000.0,1665116207847004,REALTIME
trade,KRW-BTC,1665116208059,2022-10-07,04:16:47,1665116207847,28408000,0.14539105,ASK,28418000.0,FALL,10000.0,1665116207847005,REALTIME
trade,KRW-BTC,1665116208060,2022-10-07,04:16:47,1665116207847,28411000,0.00070395,ASK,28418000.0,FALL,7000.0,1665116207847006,REALTIME
trade,KRW-BTC,1665116208060,2022-10-07,04:16:47,1665116207847,28410000,0.00023231,ASK,28418000.0,FALL,8000.0,1665116207847007,REALTIME
trade,KRW-BTC,1665116208060,2022-10-07,04:16:47,1665116207847,28409000,0.0007058,ASK,28418000.0,FALL,9000.0,1665116207847008,REALTIME
trade,KRW-BTC,1665116208060,2022-10-07,04:16:47,1665116207847,28411000,0.13790852,ASK,28418000.0,FALL,7000.0,1665116207847009,REALTIME
trade,KRW-BTC,1665116208060,2022-10-07,04:16:47,1665116207847,28410000,0.13619297,ASK,28418000.0,FALL,8000.0,1665116207847010,REALTIME
trade,KRW-BTC,1665116208060,2022-10-07,04:16:47,1665116207847,28408000,0.00020566,ASK,28418000.0,FALL,10000.0,1665116207847011,REALTIME
trade,KRW-BTC,1665116208060,2022-10-07,04:16:47,1665116207847,28410000,0.00384835,ASK,28418000.0,FALL,8000.0,1665116207847012,REALTIME
trade,KRW-BTC,1665116208060,2022-10-07,04:16:47,1665116207847,28408000,0.00070582,ASK,28418000.0,FALL,10000.0,1665116207847013,REALTIME
trade,KRW-BTC,1665116208060,2022-10-07,04:16:47,1665116207847,28409000,0.11048351,ASK,28418000.0,FALL,9000.0,1665116207847014,REALTIME
trade,KRW-BTC,1665116208060,2022-10-07,04:16:47,1665116207847,28410000,0.00442239,ASK,28418000.0,FALL,8000.0,1665116207847015,REALTIME
trade,KRW-BTC,1665116208060,2022-10-07,04:16:47,1665116207847,28410000,0.00052747,ASK,28418000.0,FALL,8000.0,1665116207847016,REALTIME
trade,KRW-BTC,1665116208060,2022-10-07,04:16:47,1665116207847,28408000,0.00176007,ASK,28418000.0,FALL,10000.0,1665116207847017,REALTIME
trade,KRW-BTC,1665116208060,2022-10-07,04:16:47,1665116207847,28408000,0.00038721,ASK,28418000.0,FALL,10000.0,1665116207847018,REALTIME
trade,KRW-BTC,1665116208060,2022-10-07,04:16:47,1665116207847,28408000,0.00099345,ASK,28418000.0,FALL,10000.0,1665116207847019,REALTIME
trade,KRW-BTC,1665116208060,2022-10-07,04:16:47,1665116207847,28410000,0.08479202,ASK,28418000.0,FALL,8000.0,1665116207847020,REALTIME
trade,KRW-BTC,1665116208060,2022-10-07,04:16:47,1665116207847,28409000,0.0972156,ASK,28418000.0,FALL,9000.0,1665116207847021,REALTIME
trade,KRW-BTC,1665116208060,2022-10-07,04:16:47,1665116207847,28408000,0.0002112,ASK,28418000.0,FALL,10000.0,1665116207847022,REALTIME
trade,KRW-BTC,1665116208060,2022-10-07,04:16:47,1665116207847,28408000,0.00437698,ASK,28418000.0,FALL,10000.0,1665116207847023,REALTIME
trade,KRW-BTC,1665116208060,2022-10-07,04:16:47,1665116207847,28408000,0.00352013,ASK,28418000.0,FALL,10000.0,1665116207847024,REALTIME
trade,KRW-BTC,1665116208060,2022-10-07,04:16:47,1665116207847,28409000,0.000352,ASK,28418000.0,FALL,9000.0,1665116207847025,REALTIME
trade,KRW-BTC,1665116208275,2022-10-07,04:16:48,1665116208213,28412000,0.0242,BID,28418000.0,FALL,6000.0,1665116208213000,REALTIME
trade,KRW-BTC,1665116209899,2022-10-07,04:16:49,1665116209831,28412000,0.01418,BID,28418000.0,FALL,6000.0,1665116209831000,REALTIME
trade,KRW-BTC,1665116210252,2022-10-07,04:16:50,1665116210211,28412000,0.0557,BID,28418000.0,FALL,6000.0,1665116210211000,REALTIME
trade,KRW-BTC,1665116212243,2022-10-07,04:16:52,1665116212193,28412000,0.1322,BID,28418000.0,FALL,6000.0,1665116212193000,REALTIME
trade,KRW-BTC,1665116212951,2022-10-07,04:16:52,1665116212904,28412000,0.00522,BID,28418000.0,FALL,6000.0,1665116212904000,REALTIME
trade,KRW-BTC,1665116214797,2022-10-07,04:16:54,1665116214726,28411000,0.00140723,ASK,28418000.0,FALL,7000.0,1665116214726000,REALTIME
trade,KRW-BTC,1665116214798,2022-10-07,04:16:54,1665116214726,28411000,0.03378917,ASK,28418000.0,FALL,7000.0,1665116214726001,REALTIME
trade,KRW-BTC,1665116215313,2022-10-07,04:16:55,1665116215244,28411000,0.04564703,ASK,28418000.0,FALL,7000.0,1665116215244000,REALTIME
trade,KRW-BTC,1665116215953,2022-10-07,04:16:55,1665116215881,28412000,0.035,BID,28418000.0,FALL,6000.0,1665116215881000,REALTIME
trade,KRW-BTC,1665116216668,2022-10-07,04:16:56,1665116216601,28412000,0.00070392,BID,28418000.0,FALL,6000.0,1665116216601000,REALTIME
trade,KRW-BTC,1665116218858,2022-10-07,04:16:58,1665116218816,28412000,0.04645298,BID,28418000.0,FALL,6000.0,1665116218816000,REALTIME
trade,KRW-BTC,1665116219110,2022-10-07,04:16:59,1665116219040,28412000,0.00594134,BID,28418000.0,FALL,6000.0,1665116219040000,REALTIME
trade,KRW-BTC,1665116219847,2022-10-07,04:16:59,1665116219794,28412000,0.00080001,BID,28418000.0,FALL,6000.0,1665116219794000,REALTIME
trade,KRW-BTC,1665116219919,2022-10-07,04:16:59,1665116219874,28412000,0.0047,BID,28418000.0,FALL,6000.0,1665116219874000,REALTIME
trade,KRW-BTC,1665116220530,2022-10-07,04:17:00,1665116220481,28412000,0.00307968,BID,28418000.0,FALL,6000.0,1665116220481000,REALTIME
trade,KRW-BTC,1665116221697,2022-10-07,04:17:01,1665116221648,28411000,0.003,ASK,28418000.0,FALL,7000.0,1665116221648000,REALTIME
trade,KRW-BTC,1665116221751,2022-10-07,04:17:01,1665116221700,28411000,0.00065,ASK,28418000.0,FALL,7000.0,1665116221700000,REALTIME
trade,KRW-BTC,1665116221752,2022-10-07,04:17:01,1665116221700,28411000,0.0019,ASK,28418000.0,FALL,7000.0,1665116221700001,REALTIME
trade,KRW-BTC,1665116221952,2022-10-07,04:17:01,1665116221886,28412000,0.0333,BID,28418000.0,FALL,6000.0,1665116221886000,REALTIME
trade,KRW-BTC,1665116223953,2022-10-07,04:17:03,1665116223884,28412000,0.0086,BID,28418000.0,FALL,6000.0,1665116223884000,REALTIME
trade,KRW-BTC,1665116226314,2022-10-07,04:17:06,1665116226256,28411000,0.0051,BID,28418000.0,FALL,7000.0,1665116226256000,REALTIME
trade,KRW-BTC,1665116228366,2022-10-07,04:17:08,1665116228314,28409000,0.0002,BID,28418000.0,FALL,9000.0,1665116228314000,REALTIME
trade,KRW-BTC,1665116228367,2022-10-07,04:17:08,1665116228314,28411000,0.0121,BID,28418000.0,FALL,7000.0,1665116228314001,REALTIME
trade,KRW-BTC,1665116230382,2022-10-07,04:17:10,1665116230314,28411000,0.00024413,BID,28418000.0,FALL,7000.0,1665116230314000,REALTIME
trade,KRW-BTC,1665116230570,2022-10-07,04:17:10,1665116230519,28411000,0.0039,BID,28418000.0,FALL,7000.0,1665116230519000,REALTIME
trade,KRW-BTC,1665116230920,2022-10-07,04:17:10,1665116230855,28411000,0.02377266,BID,28418000.0,FALL,7000.0,1665116230855000,REALTIME
trade,KRW-BTC,1665116230921,2022-10-07,04:17:10,1665116230855,28412000,0.1210699,BID,28418000.0,FALL,6000.0,1665116230855001,REALTIME
trade,KRW-BTC,1665116230921,2022-10-07,04:17:10,1665116230855,28412000,0.02557897,BID,28418000.0,FALL,6000.0,1665116230855002,REALTIME
trade,KRW-BTC,1665116230921,2022-10-07,04:17:10,1665116230855,28412000,0.18068399,BID,28418000.0,FALL,6000.0,1665116230855003,REALTIME
trade,KRW-BTC,1665116232570,2022-10-07,04:17:12,1665116232523,28412000,0.0124,BID,28418000.0,FALL,6000.0,1665116232523000,REALTIME
trade,KRW-BTC,1665116236569,2022-10-07,04:17:16,1665116236520,28412000,0.0162,BID,28418000.0,FALL,6000.0,1665116236520000,REALTIME
trade,KRW-BTC,1665116237466,2022-10-07,04:17:17,1665116237417,28411000,0.00349381,ASK,28418000.0,FALL,7000.0,1665116237417000,REALTIME
trade,KRW-BTC,1665116237583,2022-10-07,04:17:17,1665116237535,28411000,0.00284915,ASK,28418000.0,FALL,7000.0,1665116237535000,REALTIME
trade,KRW-BTC,1665116238738,2022-10-07,04:17:18,1665116238671,28412000,0.0302,BID,28418000.0,FALL,6000.0,1665116238671000,REALTIME
trade,KRW-BTC,1665116239086,2022-10-07,04:17:19,1665116239040,28411000,0.0013,ASK,28418000.0,FALL,7000.0,1665116239040000,REALTIME
